place_id,place_name,latitude,longitude,category,subcategory,address,rating,rating_normalized,tags,source,osm_id,website,phone,opening_hours,cuisine,description,wheelchair,fee,image,is_free,is_open_24h,price_level,category_label
OPE_10219080673,Hotel5,18.608312,73.911241,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,10219080673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_2086891037,Iiser New Hall Of Residence,18.543571,73.805868,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,2086891037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_11481496069,Indrayani Chs,18.503664,73.79702,hotel,apartment,"2, DP Road, 411038",N/A,,accommodation|stay|lodging,openstreetmap,11481496069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_9405297124,"Indrayani Chs, Bwing",18.503603,73.797019,hotel,apartment,"2, DP Road, 411038",N/A,,accommodation|stay|lodging,openstreetmap,9405297124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_10172982148,International Boys Hostel,18.55761,73.822261,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,10172982148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_6643174622,International Girls Hostel,18.556959,73.822172,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,6643174622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3754527673,Jagdamba Apartment,18.537004,73.782847,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,3754527673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_4826707024,Janjira Hotel,18.647969,73.850304,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,4826707024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3691605577,Jijai Heights,18.454591,73.824819,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,3691605577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3691604749,Jijai Palace,18.454408,73.824805,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,3691604749,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_1270615594,Jspm'S Girls' Hostel A,18.585363,74.005183,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,1270615594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_1270615595,Jspm'S Girls' Hostel B,18.586244,74.005193,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,1270615595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_211082516,Jw Marriott Pune,18.532348,73.829557,hotel,hotel,N/A,5,10.0,accommodation|stay|lodging,openstreetmap,211082516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"File:Side view of JW Marriot, Pune.jpg",False,False,premium,Hotel / Accommodation
OPE_7083553559,Keys Hotel,18.631858,73.80158,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,7083553559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_5877067902,Konark Towers,18.574968,73.773567,hotel,apartment,3/1/2,N/A,,accommodation|stay|lodging,openstreetmap,5877067902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_202301136,Krishna Hotel And Restaurant,18.51492,73.828516,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,202301136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
